window,total_dio_tx,total_dio_rx,total_dao_tx,total_dao_rx,total_dis_tx,total_global_repair,total_local_repair,total_parent_switch,total_queue_flush,total_not_assoc,distinct_dio_versions_network,n_nodes_active,total_tx_count,total_delivered,avg_latency_ms_network,pdr_window,label_attack
332,7,5,0,0,0,0,0,0,0,0,1,5,5,5,112.4,1.0,0
333,7,4,0,0,0,0,0,0,0,0,1,2,2,2,107.0,1.0,0
334,8,3,0,0,0,0,0,0,0,0,1,3,3,3,104.0,1.0,0
335,7,5,0,0,0,0,0,0,0,0,1,4,4,4,102.5,1.0,0
336,5,4,0,0,0,0,0,0,0,0,1,8,8,8,111.875,1.0,0
337,3,1,0,0,0,0,0,0,0,0,1,5,5,5,124.6,1.0,0
338,5,3,0,0,0,0,0,0,0,0,1,5,5,5,109.8,1.0,0
339,7,2,0,0,0,0,0,0,0,0,1,2,2,2,110.0,1.0,0
340,4,2,0,0,0,0,0,0,0,0,1,3,3,3,109.33333333333333,1.0,0
341,5,4,0,0,0,0,0,0,0,0,1,3,3,3,113.0,1.0,0
342,6,4,0,0,0,0,0,0,0,0,1,8,8,8,106.625,1.0,0
343,8,3,0,0,0,0,0,0,0,0,1,4,4,4,117.75,1.0,0
344,4,3,0,0,0,0,0,0,0,0,1,4,4,4,108.25,1.0,0
345,3,0,0,0,0,0,0,0,0,0,0,2,2,1,104.0,0.5,0
346,5,2,0,0,0,0,0,0,0,0,1,3,3,4,108.0,1.3333333333333333,0
347,4,3,0,0,0,0,0,0,0,0,1,3,3,3,120.33333333333333,1.0,0
348,7,3,0,0,0,0,0,0,0,0,1,8,8,8,108.625,1.0,0
349,6,4,0,0,0,0,0,0,0,0,1,4,4,4,115.0,1.0,0
350,4,1,0,0,0,0,0,0,0,0,1,4,4,4,114.0,1.0,0
351,6,10,0,0,0,0,0,0,0,0,1,2,2,1,120.0,0.5,0
352,6,3,0,0,0,0,0,0,0,0,1,3,3,4,111.25,1.3333333333333333,0
353,9,10,0,0,0,0,0,0,0,0,1,2,2,2,109.0,1.0,0
354,5,12,0,0,0,0,0,0,0,0,1,7,7,7,109.0,1.0,0
355,8,12,0,0,0,0,0,0,0,0,1,4,4,4,108.25,1.0,0
356,9,10,0,0,0,0,0,0,0,0,1,4,4,4,110.75,1.0,0
357,4,4,0,0,0,0,0,0,0,0,1,2,2,1,94.0,0.5,0
358,9,6,0,0,0,0,0,0,0,0,1,3,3,4,120.75,1.3333333333333333,0
359,5,14,0,0,0,0,0,0,0,0,1,2,2,2,118.0,1.0,0
